Country,State,State LGD code,Year,Normal tax payers_avg,Normal tax payers_max,Normal tax payers_min,Normal tax payers_sum,Normal tax payers_count,Normal tax payers_stddev,Normal tax payers_LandAreaWeight,Normal tax payers_TotalPopulationWeight,Normal tax payers_NumberOfHouseholdsWeight,Normal tax payers_TotalPopulationMaleWeight,Normal tax payers_TotalPopulationFemaleWeight,Composition tax payers_avg,Composition tax payers_max,Composition tax payers_min,Composition tax payers_sum,Composition tax payers_count,Composition tax payers_stddev,Composition tax payers_LandAreaWeight,Composition tax payers_TotalPopulationWeight,Composition tax payers_NumberOfHouseholdsWeight,Composition tax payers_TotalPopulationMaleWeight,Composition tax payers_TotalPopulationFemaleWeight,Input service distributor_avg,Input service distributor_max,Input service distributor_min,Input service distributor_sum,Input service distributor_count,Input service distributor_stddev,Input service distributor_LandAreaWeight,Input service distributor_TotalPopulationWeight,Input service distributor_NumberOfHouseholdsWeight,Input service distributor_TotalPopulationMaleWeight,Input service distributor_TotalPopulationFemaleWeight,Casual tax payers_avg,Casual tax payers_max,Casual tax payers_min,Casual tax payers_sum,Casual tax payers_count,Casual tax payers_stddev,Casual tax payers_LandAreaWeight,Casual tax payers_TotalPopulationWeight,Casual tax payers_NumberOfHouseholdsWeight,Casual tax payers_TotalPopulationMaleWeight,Casual tax payers_TotalPopulationFemaleWeight,Tax collected at source_avg,Tax collected at source_max,Tax collected at source_min,Tax collected at source_sum,Tax collected at source_count,Tax collected at source_stddev,Tax collected at source_LandAreaWeight,Tax collected at source_TotalPopulationWeight,Tax collected at source_NumberOfHouseholdsWeight,Tax collected at source_TotalPopulationMaleWeight,Tax collected at source_TotalPopulationFemaleWeight,Tax deducted at source_avg,Tax deducted at source_max,Tax deducted at source_min,Tax deducted at source_sum,Tax deducted at source_count,Tax deducted at source_stddev,Tax deducted at source_LandAreaWeight,Tax deducted at source_TotalPopulationWeight,Tax deducted at source_NumberOfHouseholdsWeight,Tax deducted at source_TotalPopulationMaleWeight,Tax deducted at source_TotalPopulationFemaleWeight,Non resident taxpayers_avg,Non resident taxpayers_max,Non resident taxpayers_min,Non resident taxpayers_sum,Non resident taxpayers_count,Non resident taxpayers_stddev,Non resident taxpayers_LandAreaWeight,Non resident taxpayers_TotalPopulationWeight,Non resident taxpayers_NumberOfHouseholdsWeight,Non resident taxpayers_TotalPopulationMaleWeight,Non resident taxpayers_TotalPopulationFemaleWeight,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_avg,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_max,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_min,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_sum,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_count,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_stddev,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_LandAreaWeight,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_TotalPopulationWeight,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_NumberOfHouseholdsWeight,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_TotalPopulationMaleWeight,Online information and database access or retrieval services from a place outside india to a non-taxable online recipient_TotalPopulationFemaleWeight,Unique identification number (uin) holders_avg,Unique identification number (uin) holders_max,Unique identification number (uin) holders_min,Unique identification number (uin) holders_sum,Unique identification number (uin) holders_count,Unique identification number (uin) holders_stddev,Unique identification number (uin) holders_LandAreaWeight,Unique identification number (uin) holders_TotalPopulationWeight,Unique identification number (uin) holders_NumberOfHouseholdsWeight,Unique identification number (uin) holders_TotalPopulationMaleWeight,Unique identification number (uin) holders_TotalPopulationFemaleWeight
India,Sikkim,11,"Financial Year (Apr - Mar), 2022",9384.0,9384.0,9384.0,9384.0,1,,9384.0,9384.0,9384.0,9384.0,9384.0,792.0,792.0,792.0,792.0,1,,792.0,792.0,792.0,792.0,792.0,2.0,2.0,2.0,2.0,1,,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,91.0,91.0,91.0,91.0,1,,91.0,91.0,91.0,91.0,91.0,354.0,354.0,354.0,354.0,1,,354.0,354.0,354.0,354.0,354.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,1,,4.0,4.0,4.0,4.0,4.0
India,Arunachal Pradesh,12,"Financial Year (Apr - Mar), 2022",14641.0,14641.0,14641.0,14641.0,1,,14641.0,14641.0,14641.0,14641.0,14641.0,2258.0,2258.0,2258.0,2258.0,1,,2258.0,2258.0,2258.0,2258.0,2258.0,4.0,4.0,4.0,4.0,1,,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,1,,1.0,1.0,1.0,1.0,1.0,84.0,84.0,84.0,84.0,1,,84.0,84.0,84.0,84.0,84.0,1360.0,1360.0,1360.0,1360.0,1,,1360.0,1360.0,1360.0,1360.0,1360.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,1,,5.0,5.0,5.0,5.0,5.0
India,Nagaland,13,"Financial Year (Apr - Mar), 2022",7740.0,7740.0,7740.0,7740.0,1,,7740.0,7740.0,7740.0,7740.0,7740.0,2065.0,2065.0,2065.0,2065.0,1,,2065.0,2065.0,2065.0,2065.0,2065.0,4.0,4.0,4.0,4.0,1,,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,92.0,92.0,92.0,92.0,1,,92.0,92.0,92.0,92.0,92.0,312.0,312.0,312.0,312.0,1,,312.0,312.0,312.0,312.0,312.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,7.0,7.0,7.0,7.0,1,,7.0,7.0,7.0,7.0,7.0
India,Manipur,14,"Financial Year (Apr - Mar), 2022",11629.0,11629.0,11629.0,11629.0,1,,11629.0,11629.0,11629.0,11629.0,11629.0,1502.0,1502.0,1502.0,1502.0,1,,1502.0,1502.0,1502.0,1502.0,1502.0,12.0,12.0,12.0,12.0,1,,12.0,12.0,12.0,12.0,12.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,107.0,107.0,107.0,107.0,1,,107.0,107.0,107.0,107.0,107.0,575.0,575.0,575.0,575.0,1,,575.0,575.0,575.0,575.0,575.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1,,2.0,2.0,2.0,2.0,2.0
India,Mizoram,15,"Financial Year (Apr - Mar), 2022",7562.0,7562.0,7562.0,7562.0,1,,7562.0,7562.0,7562.0,7562.0,7562.0,167.0,167.0,167.0,167.0,1,,167.0,167.0,167.0,167.0,167.0,4.0,4.0,4.0,4.0,1,,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,73.0,73.0,73.0,73.0,1,,73.0,73.0,73.0,73.0,73.0,296.0,296.0,296.0,296.0,1,,296.0,296.0,296.0,296.0,296.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1,,2.0,2.0,2.0,2.0,2.0
India,Tripura,16,"Financial Year (Apr - Mar), 2022",26898.0,26898.0,26898.0,26898.0,1,,26898.0,26898.0,26898.0,26898.0,26898.0,2916.0,2916.0,2916.0,2916.0,1,,2916.0,2916.0,2916.0,2916.0,2916.0,13.0,13.0,13.0,13.0,1,,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,113.0,113.0,113.0,113.0,1,,113.0,113.0,113.0,113.0,113.0,1150.0,1150.0,1150.0,1150.0,1,,1150.0,1150.0,1150.0,1150.0,1150.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,1,,5.0,5.0,5.0,5.0,5.0
India,Meghalaya,17,"Financial Year (Apr - Mar), 2022",28175.0,28175.0,28175.0,28175.0,1,,28175.0,28175.0,28175.0,28175.0,28175.0,2246.0,2246.0,2246.0,2246.0,1,,2246.0,2246.0,2246.0,2246.0,2246.0,7.0,7.0,7.0,7.0,1,,7.0,7.0,7.0,7.0,7.0,4.0,4.0,4.0,4.0,1,,4.0,4.0,4.0,4.0,4.0,102.0,102.0,102.0,102.0,1,,102.0,102.0,102.0,102.0,102.0,539.0,539.0,539.0,539.0,1,,539.0,539.0,539.0,539.0,539.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,1,,5.0,5.0,5.0,5.0,5.0
India,Assam,18,"Financial Year (Apr - Mar), 2022",181474.0,181474.0,181474.0,181474.0,1,,181474.0,181474.0,181474.0,181474.0,181474.0,36586.0,36586.0,36586.0,36586.0,1,,36586.0,36586.0,36586.0,36586.0,36586.0,59.0,59.0,59.0,59.0,1,,59.0,59.0,59.0,59.0,59.0,24.0,24.0,24.0,24.0,1,,24.0,24.0,24.0,24.0,24.0,274.0,274.0,274.0,274.0,1,,274.0,274.0,274.0,274.0,274.0,3331.0,3331.0,3331.0,3331.0,1,,3331.0,3331.0,3331.0,3331.0,3331.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,33.0,33.0,33.0,33.0,1,,33.0,33.0,33.0,33.0,33.0
India,West Bengal,19,"Financial Year (Apr - Mar), 2022",637786.0,637786.0,637786.0,637786.0,1,,637786.0,637786.0,637786.0,637786.0,637786.0,58056.0,58056.0,58056.0,58056.0,1,,58056.0,58056.0,58056.0,58056.0,58056.0,499.0,499.0,499.0,499.0,1,,499.0,499.0,499.0,499.0,499.0,49.0,49.0,49.0,49.0,1,,49.0,49.0,49.0,49.0,49.0,746.0,746.0,746.0,746.0,1,,746.0,746.0,746.0,746.0,746.0,11486.0,11486.0,11486.0,11486.0,1,,11486.0,11486.0,11486.0,11486.0,11486.0,1.0,1.0,1.0,1.0,1,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,188.0,188.0,188.0,188.0,1,,188.0,188.0,188.0,188.0,188.0
India,Jharkhand,20,"Financial Year (Apr - Mar), 2022",170659.0,170659.0,170659.0,170659.0,1,,170659.0,170659.0,170659.0,170659.0,170659.0,17589.0,17589.0,17589.0,17589.0,1,,17589.0,17589.0,17589.0,17589.0,17589.0,36.0,36.0,36.0,36.0,1,,36.0,36.0,36.0,36.0,36.0,4.0,4.0,4.0,4.0,1,,4.0,4.0,4.0,4.0,4.0,287.0,287.0,287.0,287.0,1,,287.0,287.0,287.0,287.0,287.0,3523.0,3523.0,3523.0,3523.0,1,,3523.0,3523.0,3523.0,3523.0,3523.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,40.0,40.0,40.0,40.0,1,,40.0,40.0,40.0,40.0,40.0
India,Odisha,21,"Financial Year (Apr - Mar), 2022",278441.0,278441.0,278441.0,278441.0,1,,278441.0,278441.0,278441.0,278441.0,278441.0,28036.0,28036.0,28036.0,28036.0,1,,28036.0,28036.0,28036.0,28036.0,28036.0,59.0,59.0,59.0,59.0,1,,59.0,59.0,59.0,59.0,59.0,22.0,22.0,22.0,22.0,1,,22.0,22.0,22.0,22.0,22.0,293.0,293.0,293.0,293.0,1,,293.0,293.0,293.0,293.0,293.0,4000.0,4000.0,4000.0,4000.0,1,,4000.0,4000.0,4000.0,4000.0,4000.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,44.0,44.0,44.0,44.0,1,,44.0,44.0,44.0,44.0,44.0
India,Chhattisgarh,22,"Financial Year (Apr - Mar), 2022",133819.0,133819.0,133819.0,133819.0,1,,133819.0,133819.0,133819.0,133819.0,133819.0,34105.0,34105.0,34105.0,34105.0,1,,34105.0,34105.0,34105.0,34105.0,34105.0,26.0,26.0,26.0,26.0,1,,26.0,26.0,26.0,26.0,26.0,66.0,66.0,66.0,66.0,1,,66.0,66.0,66.0,66.0,66.0,258.0,258.0,258.0,258.0,1,,258.0,258.0,258.0,258.0,258.0,3373.0,3373.0,3373.0,3373.0,1,,3373.0,3373.0,3373.0,3373.0,3373.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,23.0,23.0,23.0,23.0,1,,23.0,23.0,23.0,23.0,23.0
India,Madhya Pradesh,23,"Financial Year (Apr - Mar), 2022",421752.0,421752.0,421752.0,421752.0,1,,421752.0,421752.0,421752.0,421752.0,421752.0,52846.0,52846.0,52846.0,52846.0,1,,52846.0,52846.0,52846.0,52846.0,52846.0,123.0,123.0,123.0,123.0,1,,123.0,123.0,123.0,123.0,123.0,22.0,22.0,22.0,22.0,1,,22.0,22.0,22.0,22.0,22.0,557.0,557.0,557.0,557.0,1,,557.0,557.0,557.0,557.0,557.0,15680.0,15680.0,15680.0,15680.0,1,,15680.0,15680.0,15680.0,15680.0,15680.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,97.0,97.0,97.0,97.0,1,,97.0,97.0,97.0,97.0,97.0
India,Gujarat,24,"Financial Year (Apr - Mar), 2022",1012153.0,1012153.0,1012153.0,1012153.0,1,,1012153.0,1012153.0,1012153.0,1012153.0,1012153.0,96371.0,96371.0,96371.0,96371.0,1,,96371.0,96371.0,96371.0,96371.0,96371.0,287.0,287.0,287.0,287.0,1,,287.0,287.0,287.0,287.0,287.0,45.0,45.0,45.0,45.0,1,,45.0,45.0,45.0,45.0,45.0,869.0,869.0,869.0,869.0,1,,869.0,869.0,869.0,869.0,869.0,19118.0,19118.0,19118.0,19118.0,1,,19118.0,19118.0,19118.0,19118.0,19118.0,1.0,1.0,1.0,1.0,1,,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,67.0,67.0,67.0,67.0,1,,67.0,67.0,67.0,67.0,67.0
India,Maharashtra,27,"Financial Year (Apr - Mar), 2022",1499972.0,1499972.0,1499972.0,1499972.0,1,,1499972.0,1499972.0,1499972.0,1499972.0,1499972.0,122786.0,122786.0,122786.0,122786.0,1,,122786.0,122786.0,122786.0,122786.0,122786.0,1807.0,1807.0,1807.0,1807.0,1,,1807.0,1807.0,1807.0,1807.0,1807.0,50.0,50.0,50.0,50.0,1,,50.0,50.0,50.0,50.0,50.0,1414.0,1414.0,1414.0,1414.0,1,,1414.0,1414.0,1414.0,1414.0,1414.0,43751.0,43751.0,43751.0,43751.0,1,,43751.0,43751.0,43751.0,43751.0,43751.0,9.0,9.0,9.0,9.0,1,,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0,1,,0.0,0.0,0.0,0.0,0.0,286.0,286.0,286.0,286.0,1,,286.0,286.0,286.0,286.0,286.0
